wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q100146351,Betty Maina,Betty Maina,female,,,https://cabinetoffice.go.ke/current-cabinet/,2021-11-30,Q109830229,"CS-Industrialization, Trade and Enterprise Development",2020-03-02,Q100146351-5BE155C7-A872-4741-8D06-586550960C49
Q100146396,Simon Chelugui,Simon Chelugui,male,,,https://cabinetoffice.go.ke/current-cabinet/,2021-11-30,Q109830041,"CS, Labour and Social Services",2021-10-19,Q100146396-659E83B5-3C7F-4E37-8F28-88985AF7FEAC
Q12053090,Najib Balala,Najib Balala,male,1967-09-20,11,https://cabinetoffice.go.ke/current-cabinet/,2021-11-30,Q109830162,"CS, Tourism and Wildlife",2013-05-15,Q12053090-0754DA9B-73B3-4E89-94CC-DB5072AC4AD4
Q12170059,Amb. Raychelle Omamo,Raychelle Omamo,female,1952-09-06,11,https://cabinetoffice.go.ke/current-cabinet/,2021-11-30,Q3251813,"CS, Foreign Affairs",2020-01-14,Q12170059-27331900-090B-43EC-BFA8-6077C7F543AF
Q16192784,"Mutahi Kagwe, EGH",Mutahi Kagwe,male,1958-01-01,9,https://cabinetoffice.go.ke/current-cabinet/,2021-11-30,Q54208710,"CS, Health",2020-02-28,Q16192784-0187F3F1-352B-4D10-BFD6-8444DB3B8AEE
Q16193227,James Macharia,James Wainaina Macharia,male,1959-01-01,9,https://cabinetoffice.go.ke/current-cabinet/,2021-11-30,Q109829814,"CS, Transport and Infrastructure Development",2015-11-24,Q16193227-9CDDA02D-6B0C-4915-8AB1-B2D934027921
Q16866738,Dr. Fred Matiang'i,Fred Matiangi,male,2000-01-01,7,https://cabinetoffice.go.ke/current-cabinet/,2021-11-30,Q109829681,"CS, Interior and Coordination of National Government",2017-07-08,Q16866738-DE5EC227-B87E-4522-B183-9A7006EA1581
Q2189073,Raphael Tuju,Raphael Tuju,male,1959-03-30,11,https://cabinetoffice.go.ke/current-cabinet/,2021-11-30,Q109830221,Cabinet Secretary,2018-01-26,Q2189073-41282C33-1351-4CEF-95C1-427C7EF4FE73
Q4682172,Adan Mohammed,Aden Mohammed,male,1963-01-01,9,https://cabinetoffice.go.ke/current-cabinet/,2021-11-30,Q109829613,"CS, East African Community and Northern Corridor Development",2018-07-13,Q4682172-D413F261-C861-4B35-AAE4-958E1469DCA1
Q46835085,"Prof. George A. O. Magoha, CBS",George Magoha,male,1952-01-01,9,https://cabinetoffice.go.ke/current-cabinet/,2021-11-30,Q109829631,"CS, Education",2019-03-26,Q46835085-DF6B773A-4FC1-40A7-BCBB-FF4CBE835013
